NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
1;1;1;2:29.151;0;;1:20.154;0;34.470;0;34.527;0;62.2;2:29.151;15:16:29.151;1:20.154;0:34.470;0:34.527;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;2;1:39.472;0;;40.718;0;27.078;0;31.676;0;93.2;4:08.623;15:18:08.623;0:40.718;0:27.078;0:31.676;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;3;1:38.267;0;;39.274;0;27.571;0;31.422;0;94.3;5:46.890;15:19:46.890;0:39.274;0:27.571;0:31.422;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;4;3:18.492;0;;42.675;0;33.160;0;2:02.657;0;46.7;9:05.382;15:23:05.382;0:42.675;0:33.160;2:02.657;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;5;1:43.903;0;;45.498;0;27.761;0;30.644;0;89.2;10:49.285;15:24:49.285;0:45.498;0:27.761;0:30.644;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;6;1:35.140;0;;39.799;0;25.634;0;29.707;0;97.4;12:24.425;15:26:24.425;0:39.799;0:25.634;0:29.707;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;7;1:33.228;0;;38.790;0;25.405;0;29.033;0;99.4;13:57.653;15:27:57.653;0:38.790;0:25.405;0:29.033;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;8;1:32.754;0;;38.772;0;24.864;0;29.118;0;99.9;15:30.407;15:29:30.407;0:38.772;0:24.864;0:29.118;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;9;1:32.132;0;;37.963;0;25.188;0;28.981;0;100.6;17:02.539;15:31:02.539;0:37.963;0:25.188;0:28.981;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;10;1:31.910;0;;38.296;0;24.892;0;28.722;0;100.9;18:34.449;15:32:34.449;0:38.296;0:24.892;0:28.722;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;11;1:30.661;0;;37.839;0;24.428;0;28.394;0;102.2;20:05.110;15:34:05.110;0:37.839;0:24.428;0:28.394;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;12;1:30.201;0;;37.482;0;24.161;0;28.558;0;102.8;21:35.311;15:35:35.311;0:37.482;0:24.161;0:28.558;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;13;3:04.216;0;B;50.173;0;58.199;0;1:15.844;0;50.3;24:39.527;15:38:39.527;0:50.173;0:58.199;1:15.844;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;14;17:06.955;0;;14:40.384;0;27.496;0;1:59.075;0;9.0;41:46.482;15:55:46.482;14:40.384;0:27.496;1:59.075;;Pascal WEHRLEIN;0:14:13.993;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;15;1:39.175;0;;43.657;0;25.911;0;29.607;0;93.5;43:25.657;15:57:25.657;0:43.657;0:25.911;0:29.607;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;16;1:31.170;0;;38.214;0;24.614;0;28.342;0;101.7;44:56.827;15:58:56.827;0:38.214;0:24.614;0:28.342;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;17;1:30.586;0;;37.525;0;24.280;0;28.781;0;102.3;46:27.413;16:00:27.413;0:37.525;0:24.280;0:28.781;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;18;1:30.794;0;;38.176;0;24.175;0;28.443;0;102.1;47:58.207;16:01:58.207;0:38.176;0:24.175;0:28.443;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;19;1:29.353;0;;37.053;0;24.213;0;28.087;0;103.7;49:27.560;16:03:27.560;0:37.053;0:24.213;0:28.087;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;20;1:29.125;0;;37.546;0;23.797;0;27.782;0;104.0;50:56.685;16:04:56.685;0:37.546;0:23.797;0:27.782;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;21;1:28.253;0;;37.945;0;23.161;0;27.147;0;105.0;52:24.938;16:06:24.938;0:37.945;0:23.161;0:27.147;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;22;1:25.735;0;;36.273;0;22.636;0;26.826;0;108.1;53:50.673;16:07:50.673;0:36.273;0:22.636;0:26.826;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;23;1:26.273;0;;36.088;0;22.947;0;27.238;0;107.4;55:16.946;16:09:16.946;0:36.088;0:22.947;0:27.238;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;24;1:24.853;0;;35.966;0;22.503;0;26.384;0;109.2;56:41.799;16:10:41.799;0:35.966;0:22.503;0:26.384;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;25;1:25.416;0;;35.113;0;23.173;0;27.130;0;108.5;58:07.215;16:12:07.215;0:35.113;0:23.173;0:27.130;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;26;1:33.485;0;B;36.171;0;23.047;0;34.267;0;99.2;59:40.700;16:13:40.700;0:36.171;0:23.047;0:34.267;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;27;2:13.911;0;;1:23.337;0;23.519;0;27.055;0;69.2;1:01:54.611;16:15:54.611;1:23.337;0:23.519;0:27.055;;Pascal WEHRLEIN;0:00:55.950;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;28;1:27.681;0;;36.902;0;23.496;0;27.283;0;105.7;1:03:22.292;16:17:22.292;0:36.902;0:23.496;0:27.283;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;29;1:25.983;0;;36.094;0;23.022;0;26.867;0;107.8;1:04:48.275;16:18:48.275;0:36.094;0:23.022;0:26.867;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;30;1:25.406;0;;35.677;0;22.963;0;26.766;0;108.5;1:06:13.681;16:20:13.681;0:35.677;0:22.963;0:26.766;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;31;1:25.639;0;;37.480;0;22.173;2;25.986;2;108.2;1:07:39.320;16:21:39.320;0:37.480;0:22.173;0:25.986;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;32;1:23.868;2;;34.765;2;22.304;0;26.799;0;110.5;1:09:03.188;16:23:03.188;0:34.765;0:22.304;0:26.799;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
1;1;33;1:25.633;0;;35.749;0;22.678;0;27.206;0;108.3;1:10:28.821;16:24:28.821;0:35.749;0:22.678;0:27.206;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;34;1:25.614;0;;35.792;0;23.109;0;26.713;0;108.3;1:11:54.435;16:25:54.435;0:35.792;0:23.109;0:26.713;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;35;1:24.398;0;;35.282;0;22.665;0;26.451;0;109.8;1:13:18.833;16:27:18.833;0:35.282;0:22.665;0:26.451;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;36;1:24.890;0;;35.608;0;22.624;0;26.658;0;109.2;1:14:43.723;16:28:43.723;0:35.608;0:22.624;0:26.658;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;37;1:23.941;0;;34.914;0;22.619;0;26.408;0;110.4;1:16:07.664;16:30:07.664;0:34.914;0:22.619;0:26.408;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
1;1;38;1:24.020;0;;34.889;0;22.461;0;26.670;0;110.3;1:17:31.684;16:31:31.684;0:34.889;0:22.461;0:26.670;;Pascal WEHRLEIN;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
11;1;1;2:30.379;0;;1:21.748;0;33.455;0;35.176;0;61.6;2:30.379;15:16:30.379;1:21.748;0:33.455;0:35.176;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;2;1:40.330;0;;40.381;0;27.143;0;32.806;0;92.4;4:10.709;15:18:10.709;0:40.381;0:27.143;0:32.806;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;3;1:37.276;0;;39.106;0;26.607;0;31.563;0;95.3;5:47.985;15:19:47.985;0:39.106;0:26.607;0:31.563;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;4;3:17.237;0;;42.343;0;33.717;0;2:01.177;0;47.0;9:05.222;15:23:05.222;0:42.343;0:33.717;2:01.177;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;5;1:42.454;0;;44.098;0;27.549;0;30.807;0;90.5;10:47.676;15:24:47.676;0:44.098;0:27.549;0:30.807;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;6;1:35.290;0;;39.683;0;25.729;0;29.878;0;97.3;12:22.966;15:26:22.966;0:39.683;0:25.729;0:29.878;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;7;1:33.533;0;;39.178;0;24.992;0;29.363;0;99.1;13:56.499;15:27:56.499;0:39.178;0:24.992;0:29.363;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;8;1:32.345;0;;38.734;0;24.544;0;29.067;0;100.4;15:28.844;15:29:28.844;0:38.734;0:24.544;0:29.067;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;9;1:32.254;0;;38.111;0;24.926;0;29.217;0;100.5;17:01.098;15:31:01.098;0:38.111;0:24.926;0:29.217;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;10;1:31.702;0;;38.191;0;24.733;0;28.778;0;101.1;18:32.800;15:32:32.800;0:38.191;0:24.733;0:28.778;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;11;1:30.437;0;;37.056;0;23.846;0;29.535;0;102.5;20:03.237;15:34:03.237;0:37.056;0:23.846;0:29.535;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;12;1:29.616;0;;37.010;0;24.002;0;28.604;0;103.4;21:32.853;15:35:32.853;0:37.010;0:24.002;0:28.604;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;13;13:47.920;0;B;46.245;0;1:00.235;0;12:01.440;0;11.2;35:20.773;15:49:20.773;0:46.245;1:00.235;12:01.440;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;14;6:24.810;0;;3:52.533;0;28.463;0;2:03.814;0;24.1;41:45.583;15:55:45.583;3:52.533;0:28.463;2:03.814;;Lucas DI GRASSI;0:14:17.633;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;15;1:37.818;0;;43.036;0;25.566;0;29.216;0;94.8;43:23.401;15:57:23.401;0:43.036;0:25.566;0:29.216;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;16;1:31.158;0;;37.961;0;24.427;0;28.770;0;101.7;44:54.559;15:58:54.559;0:37.961;0:24.427;0:28.770;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;17;1:31.146;0;;37.307;0;24.517;0;29.322;0;101.7;46:25.705;16:00:25.705;0:37.307;0:24.517;0:29.322;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;18;1:30.988;0;;38.732;0;24.082;0;28.174;0;101.9;47:56.693;16:01:56.693;0:38.732;0:24.082;0:28.174;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;19;1:29.918;0;;37.129;0;24.106;0;28.683;0;103.1;49:26.611;16:03:26.611;0:37.129;0:24.106;0:28.683;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;20;2:12.385;0;B;37.140;0;23.573;0;1:11.672;0;70.0;51:38.996;16:05:38.996;0:37.140;0:23.573;1:11.672;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;21;1:37.656;0;;47.782;0;23.035;0;26.839;0;94.9;53:16.652;16:07:16.652;0:47.782;0:23.035;0:26.839;;Lucas DI GRASSI;0:00:56.327;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;22;1:24.826;0;;35.390;0;22.787;0;26.649;0;109.3;54:41.478;16:08:41.478;0:35.390;0:22.787;0:26.649;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;23;1:26.023;0;;36.474;0;22.729;0;26.820;0;107.8;56:07.501;16:10:07.501;0:36.474;0:22.729;0:26.820;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;24;1:27.991;0;;36.460;0;23.545;0;27.986;0;105.4;57:35.492;16:11:35.492;0:36.460;0:23.545;0:27.986;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;25;1:27.584;0;;36.297;0;23.658;0;27.629;0;105.8;59:03.076;16:13:03.076;0:36.297;0:23.658;0:27.629;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;26;1:27.626;0;;36.628;0;23.388;0;27.610;0;105.8;1:00:30.702;16:14:30.702;0:36.628;0:23.388;0:27.610;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;27;1:26.828;0;;36.211;0;23.211;0;27.406;0;106.8;1:01:57.530;16:15:57.530;0:36.211;0:23.211;0:27.406;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;28;1:27.337;0;;36.454;0;23.148;0;27.735;0;106.1;1:03:24.867;16:17:24.867;0:36.454;0:23.148;0:27.735;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;29;1:27.504;0;;36.071;0;23.416;0;28.017;0;105.9;1:04:52.371;16:18:52.371;0:36.071;0:23.416;0:28.017;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;30;1:29.592;0;;39.071;0;23.419;0;27.102;0;103.5;1:06:21.963;16:20:21.963;0:39.071;0:23.419;0:27.102;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;31;1:26.805;0;;35.880;0;23.770;0;27.155;0;106.8;1:07:48.768;16:21:48.768;0:35.880;0:23.770;0:27.155;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;32;1:25.701;0;;36.826;0;22.508;0;26.367;2;108.2;1:09:14.469;16:23:14.469;0:36.826;0:22.508;0:26.367;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;33;1:23.874;0;;35.027;0;22.447;0;26.400;0;110.5;1:10:38.343;16:24:38.343;0:35.027;0:22.447;0:26.400;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;34;1:23.240;2;;34.602;2;22.227;2;26.411;0;111.4;1:12:01.583;16:26:01.583;0:34.602;0:22.227;0:26.411;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;35;1:26.243;0;;35.782;0;23.121;0;27.340;0;107.5;1:13:27.826;16:27:27.826;0:35.782;0:23.121;0:27.340;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
11;1;36;1:26.729;0;;36.133;0;23.239;0;27.357;0;106.9;1:14:54.555;16:28:54.555;0:36.133;0:23.239;0:27.357;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;37;1:25.807;0;;35.543;0;23.048;0;27.216;0;108.0;1:16:20.362;16:30:20.362;0:35.543;0:23.048;0:27.216;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
11;1;38;1:26.679;0;;35.644;0;23.444;0;27.591;0;106.9;1:17:47.041;16:31:47.041;0:35.644;0:23.444;0:27.591;;Lucas DI GRASSI;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
13;1;1;2:18.353;0;;1:13.298;0;31.280;0;33.775;0;67.0;2:18.353;15:16:18.353;1:13.298;0:31.280;0:33.775;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;2;1:39.951;0;;41.473;0;27.650;0;30.828;0;92.7;3:58.304;15:17:58.304;0:41.473;0:27.650;0:30.828;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;3;1:39.043;0;;40.368;0;26.565;0;32.110;0;93.6;5:37.347;15:19:37.347;0:40.368;0:26.565;0:32.110;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;4;3:26.809;0;;45.060;0;32.087;0;2:09.662;0;44.8;9:04.156;15:23:04.156;0:45.060;0:32.087;2:09.662;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;5;1:41.131;0;;45.259;0;26.415;0;29.457;0;91.7;10:45.287;15:24:45.287;0:45.259;0:26.415;0:29.457;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;6;1:31.213;0;;37.951;0;24.359;0;28.903;0;101.6;12:16.500;15:26:16.500;0:37.951;0:24.359;0:28.903;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;7;1:31.158;0;;38.619;0;24.115;0;28.424;0;101.7;13:47.658;15:27:47.658;0:38.619;0:24.115;0:28.424;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;8;1:32.136;0;;38.141;0;24.629;0;29.366;0;100.6;15:19.794;15:29:19.794;0:38.141;0:24.629;0:29.366;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;9;1:31.563;0;;38.531;0;24.139;0;28.893;0;101.2;16:51.357;15:30:51.357;0:38.531;0:24.139;0:28.893;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;10;1:29.901;0;;37.434;0;24.128;0;28.339;0;103.1;18:21.258;15:32:21.258;0:37.434;0:24.128;0:28.339;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;11;1:30.412;0;;37.894;0;24.068;0;28.450;0;102.5;19:51.670;15:33:51.670;0:37.894;0:24.068;0:28.450;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;12;1:29.655;0;;37.779;0;24.050;0;27.826;0;103.4;21:21.325;15:35:21.325;0:37.779;0:24.050;0:27.826;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;13;2:45.285;0;B;42.392;0;58.013;0;1:04.880;0;56.1;24:06.610;15:38:06.610;0:42.392;0:58.013;1:04.880;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;14;17:38.218;0;;15:00.947;0;30.449;0;2:06.822;0;8.8;41:44.828;15:55:44.828;15:00.947;0:30.449;2:06.822;;António Félix DA COSTA;0:14:28.574;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;15;1:35.998;0;;42.809;0;24.420;0;28.769;0;96.6;43:20.826;15:57:20.826;0:42.809;0:24.420;0:28.769;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;16;1:31.083;0;;38.708;0;24.189;0;28.186;0;101.8;44:51.909;15:58:51.909;0:38.708;0:24.189;0:28.186;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;17;1:29.933;0;;37.630;0;24.179;0;28.124;0;103.1;46:21.842;16:00:21.842;0:37.630;0:24.179;0:28.124;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;18;1:27.327;0;;36.456;0;23.475;0;27.396;0;106.2;47:49.169;16:01:49.169;0:36.456;0:23.475;0:27.396;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;19;1:26.728;0;;37.574;0;22.515;2;26.639;0;106.9;49:15.897;16:03:15.897;0:37.574;0:22.515;0:26.639;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;20;1:24.289;0;;35.153;2;22.605;0;26.531;0;110.0;50:40.186;16:04:40.186;0:35.153;0:22.605;0:26.531;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;21;1:25.500;0;;36.251;0;22.747;0;26.502;0;108.4;52:05.686;16:06:05.686;0:36.251;0:22.747;0:26.502;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;22;1:33.783;0;B;36.161;0;23.124;0;34.498;0;98.8;53:39.469;16:07:39.469;0:36.161;0:23.124;0:34.498;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;true;
13;1;23;2:17.216;0;;1:22.980;0;26.757;0;27.479;0;67.6;55:56.685;16:09:56.685;1:22.980;0:26.757;0:27.479;;António Félix DA COSTA;0:00:55.902;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;24;1:26.527;0;;36.003;0;23.183;0;27.341;0;107.1;57:23.212;16:11:23.212;0:36.003;0:23.183;0:27.341;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;25;1:26.426;0;;35.906;0;23.475;0;27.045;0;107.3;58:49.638;16:12:49.638;0:35.906;0:23.475;0:27.045;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;26;1:27.090;0;;35.948;0;23.323;0;27.819;0;106.4;1:00:16.728;16:14:16.728;0:35.948;0:23.323;0:27.819;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;27;1:25.578;0;;35.793;0;23.130;0;26.655;0;108.3;1:01:42.306;16:15:42.306;0:35.793;0:23.130;0:26.655;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;28;1:25.439;0;;35.580;0;23.237;0;26.622;0;108.5;1:03:07.745;16:17:07.745;0:35.580;0:23.237;0:26.622;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;29;1:25.023;0;;35.339;0;23.014;0;26.670;0;109.0;1:04:32.768;16:18:32.768;0:35.339;0:23.014;0:26.670;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;30;1:24.999;0;;35.561;0;22.866;0;26.572;0;109.1;1:05:57.767;16:19:57.767;0:35.561;0:22.866;0:26.572;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;31;1:28.787;0;;38.929;0;23.161;0;26.697;0;104.4;1:07:26.554;16:21:26.554;0:38.929;0:23.161;0:26.697;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;32;1:25.591;0;;36.065;0;22.692;0;26.834;0;108.3;1:08:52.145;16:22:52.145;0:36.065;0:22.692;0:26.834;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;33;1:25.037;0;;35.638;0;22.733;0;26.666;0;109.0;1:10:17.182;16:24:17.182;0:35.638;0:22.733;0:26.666;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;34;1:24.308;0;;35.276;0;22.648;0;26.384;2;110.0;1:11:41.490;16:25:41.490;0:35.276;0:22.648;0:26.384;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;35;1:24.505;0;;35.220;0;22.599;0;26.686;0;109.7;1:13:05.995;16:27:05.995;0:35.220;0:22.599;0:26.686;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;36;1:24.599;0;;35.225;0;22.728;0;26.646;0;109.6;1:14:30.594;16:28:30.594;0:35.225;0:22.728;0:26.646;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;37;1:24.276;2;;35.176;0;22.654;0;26.446;0;110.0;1:15:54.870;16:29:54.870;0:35.176;0:22.654;0:26.446;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
13;1;38;1:24.738;0;;35.275;0;22.676;0;26.787;0;109.4;1:17:19.608;16:31:19.608;0:35.275;0:22.676;0:26.787;;António Félix DA COSTA;;;;TAG Heuer Porsche Formula E Team;PORSCHE;;false;false;
16;1;1;2:08.289;0;;1:05.554;0;29.704;0;33.031;0;72.3;2:08.289;15:16:08.289;1:05.554;0:29.704;0:33.031;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;2;1:38.881;0;;40.805;0;26.763;0;31.313;0;93.7;3:47.170;15:17:47.170;0:40.805;0:26.763;0:31.313;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
16;1;3;1:43.171;0;;40.194;0;27.869;0;35.108;0;89.9;5:30.341;15:19:30.341;0:40.194;0:27.869;0:35.108;;Sébastien BUEMI;;;;Envision Racing;JAGUAR;;false;false;
