NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
25;1;26;1:26.839;0;;36.111;0;23.304;0;27.424;0;106.7;1:00:20.161;16:14:20.161;0:36.111;0:23.304;0:27.424;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;27;1:26.723;0;;36.331;0;22.935;0;27.457;0;106.9;1:01:46.884;16:15:46.884;0:36.331;0:22.935;0:27.457;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;28;1:25.639;0;;35.715;0;22.908;0;27.016;0;108.2;1:03:12.523;16:17:12.523;0:35.715;0:22.908;0:27.016;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;29;1:25.350;0;;35.644;0;22.922;0;26.784;0;108.6;1:04:37.873;16:18:37.873;0:35.644;0:22.922;0:26.784;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;30;1:25.589;0;;35.540;0;23.047;0;27.002;0;108.3;1:06:03.462;16:20:03.462;0:35.540;0:23.047;0:27.002;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;31;1:25.554;0;;36.038;0;22.764;0;26.752;0;108.4;1:07:29.016;16:21:29.016;0:36.038;0:22.764;0:26.752;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;32;1:25.226;0;;35.531;0;22.861;0;26.834;0;108.8;1:08:54.242;16:22:54.242;0:35.531;0:22.861;0:26.834;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;33;1:26.192;0;;36.662;0;22.654;0;26.876;0;107.6;1:10:20.434;16:24:20.434;0:36.662;0:22.654;0:26.876;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;34;1:24.275;0;;36.648;0;21.884;2;25.743;0;110.0;1:11:44.709;16:25:44.709;0:36.648;0:21.884;0:25.743;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;35;1:23.733;2;;35.224;0;21.935;0;26.574;0;110.7;1:13:08.442;16:27:08.442;0:35.224;0:21.935;0:26.574;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;36;1:24.459;0;;36.347;0;22.370;0;25.742;2;109.8;1:14:32.901;16:28:32.901;0:36.347;0:22.370;0:25.742;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;37;1:24.577;0;;35.075;2;22.701;0;26.801;0;109.6;1:15:57.478;16:29:57.478;0:35.075;0:22.701;0:26.801;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;38;1:25.624;0;;35.711;0;22.805;0;27.108;0;108.3;1:17:23.102;16:31:23.102;0:35.711;0:22.805;0:27.108;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
27;1;1;2:35.341;0;;1:27.358;0;32.047;0;35.936;0;59.7;2:35.341;15:16:35.341;1:27.358;0:32.047;0:35.936;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;2;1:40.809;0;;41.407;0;27.818;0;31.584;0;92.0;4:16.150;15:18:16.150;0:41.407;0:27.818;0:31.584;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;3;1:37.394;0;;39.606;0;26.793;0;30.995;0;95.2;5:53.544;15:19:53.544;0:39.606;0:26.793;0:30.995;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;4;3:12.695;0;;41.458;0;34.112;0;1:57.125;0;48.1;9:06.239;15:23:06.239;0:41.458;0:34.112;1:57.125;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;5;1:44.992;0;;45.789;0;27.910;0;31.293;0;88.3;10:51.231;15:24:51.231;0:45.789;0:27.910;0:31.293;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;6;1:35.274;0;;39.014;0;26.042;0;30.218;0;97.3;12:26.505;15:26:26.505;0:39.014;0:26.042;0:30.218;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;7;1:33.312;0;;38.491;0;25.508;0;29.313;0;99.3;13:59.817;15:27:59.817;0:38.491;0:25.508;0:29.313;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;8;1:32.985;0;;37.950;0;25.428;0;29.607;0;99.7;15:32.802;15:29:32.802;0:37.950;0:25.428;0:29.607;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;9;1:31.874;0;;37.874;0;24.559;0;29.441;0;100.9;17:04.676;15:31:04.676;0:37.874;0:24.559;0:29.441;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;10;1:31.436;0;;37.901;0;24.558;0;28.977;0;101.4;18:36.112;15:32:36.112;0:37.901;0:24.558;0:28.977;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;11;1:32.346;0;;39.457;0;24.072;0;28.817;0;100.4;20:08.458;15:34:08.458;0:39.457;0:24.072;0:28.817;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;12;1:30.972;0;;38.861;0;23.666;2;28.445;0;101.9;21:39.430;15:35:39.430;0:38.861;0:23.666;0:28.445;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;13;3:02.574;0;B;52.211;0;59.827;0;1:10.536;0;50.8;24:42.004;15:38:42.004;0:52.211;0:59.827;1:10.536;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;14;16:21.845;0;B;14:39.066;0;27.402;0;1:15.377;0;9.4;41:03.849;15:55:03.849;14:39.066;0:27.402;1:15.377;;Jake DENNIS;0:14:11.771;;;Andretti Formula E;PORSCHE;;false;false;
27;1;15;2:28.403;0;;1:36.739;0;23.940;0;27.724;2;62.5;43:32.252;15:57:32.252;1:36.739;0:23.940;0:27.724;;Jake DENNIS;0:01:06.386;;;Andretti Formula E;PORSCHE;;false;true;
27;1;16;1:28.860;2;;36.665;0;23.847;0;28.348;0;104.3;45:01.112;15:59:01.112;0:36.665;0:23.847;0:28.348;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;true;
27;1;17;1:31.230;0;;37.563;0;25.080;0;28.587;0;101.6;46:32.342;16:00:32.342;0:37.563;0:25.080;0:28.587;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;18;1:29.799;0;;36.587;2;24.496;0;28.716;0;103.2;48:02.141;16:02:02.141;0:36.587;0:24.496;0:28.716;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;19;1:30.675;0;;37.301;0;24.797;0;28.577;0;102.2;49:32.816;16:03:32.816;0:37.301;0:24.797;0:28.577;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
27;1;20;1:37.544;0;B;36.841;0;24.532;0;36.171;0;95.0;51:10.360;16:05:10.360;0:36.841;0:24.532;0:36.171;;Jake DENNIS;;;;Andretti Formula E;PORSCHE;;false;false;
3;1;1;2:32.608;0;;1:23.475;0;33.344;0;35.789;0;60.7;2:32.608;15:16:32.608;1:23.475;0:33.344;0:35.789;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;2;1:39.944;0;;41.320;0;27.374;0;31.250;0;92.8;4:12.552;15:18:12.552;0:41.320;0:27.374;0:31.250;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;3;1:37.686;0;;40.710;0;26.812;0;30.164;0;94.9;5:50.238;15:19:50.238;0:40.710;0:26.812;0:30.164;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;4;3:15.527;0;;41.975;0;34.447;0;1:59.105;0;47.4;9:05.765;15:23:05.765;0:41.975;0:34.447;1:59.105;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;5;1:42.900;0;;44.921;0;27.579;0;30.400;0;90.1;10:48.665;15:24:48.665;0:44.921;0:27.579;0:30.400;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;6;1:35.198;0;;39.884;0;25.444;0;29.870;0;97.4;12:23.863;15:26:23.863;0:39.884;0:25.444;0:29.870;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;7;1:33.062;0;;38.737;0;25.036;0;29.289;0;99.6;13:56.925;15:27:56.925;0:38.737;0:25.036;0:29.289;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;8;1:32.747;0;;38.898;0;24.594;0;29.255;0;99.9;15:29.672;15:29:29.672;0:38.898;0:24.594;0:29.255;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;9;1:32.100;0;;37.775;0;25.273;0;29.052;0;100.7;17:01.772;15:31:01.772;0:37.775;0:25.273;0:29.052;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;10;1:31.600;0;;37.777;0;24.901;0;28.922;0;101.2;18:33.372;15:32:33.372;0:37.777;0:24.901;0:28.922;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;11;1:30.796;0;;37.768;0;24.409;0;28.619;0;102.1;20:04.168;15:34:04.168;0:37.768;0:24.409;0:28.619;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;12;1:30.332;0;;37.342;0;24.122;0;28.868;0;102.6;21:34.500;15:35:34.500;0:37.342;0:24.122;0:28.868;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;13;13:53.594;0;B;45.972;0;59.605;0;12:08.017;0;11.1;35:28.094;15:49:28.094;0:45.972;0:59.605;12:08.017;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;14;6:17.759;0;;3:47.443;0;28.178;0;2:02.138;0;24.5;41:45.853;15:55:45.853;3:47.443;0:28.178;2:02.138;;David BECKMANN;0:14:15.306;;;Cupra Kiro;PORSCHE;;false;false;
3;1;15;1:38.743;0;;43.580;0;25.572;0;29.591;0;93.9;43:24.596;15:57:24.596;0:43.580;0:25.572;0:29.591;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;16;1:31.199;0;;37.992;0;24.484;0;28.723;0;101.6;44:55.795;15:58:55.795;0:37.992;0:24.484;0:28.723;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;17;1:30.655;0;;37.092;0;24.586;0;28.977;0;102.3;46:26.450;16:00:26.450;0:37.092;0:24.586;0:28.977;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;18;1:29.626;0;;37.229;0;24.144;0;28.253;0;103.4;47:56.076;16:01:56.076;0:37.229;0:24.144;0:28.253;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;19;2:14.407;0;B;37.006;0;24.471;0;1:12.930;0;69.0;50:10.483;16:04:10.483;0:37.006;0:24.471;1:12.930;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;20;1:38.235;0;;46.548;0;24.040;0;27.647;0;94.4;51:48.718;16:05:48.718;0:46.548;0:24.040;0:27.647;;David BECKMANN;0:00:56.918;;;Cupra Kiro;PORSCHE;;false;false;
3;1;21;1:28.871;0;;38.437;0;23.358;0;27.076;0;104.3;53:17.589;16:07:17.589;0:38.437;0:23.358;0:27.076;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;true;
3;1;22;1:25.067;0;;35.341;0;22.971;0;26.755;2;109.0;54:42.656;16:08:42.656;0:35.341;0:22.971;0:26.755;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;true;
3;1;23;1:26.730;0;;36.541;0;23.370;0;26.819;0;106.9;56:09.386;16:10:09.386;0:36.541;0:23.370;0:26.819;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;true;
3;1;24;1:27.238;0;;36.171;0;23.342;0;27.725;0;106.3;57:36.624;16:11:36.624;0:36.171;0:23.342;0:27.725;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;25;1:27.107;0;;36.204;0;23.408;0;27.495;0;106.4;59:03.731;16:13:03.731;0:36.204;0:23.408;0:27.495;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;26;1:27.549;0;;36.353;0;23.509;0;27.687;0;105.9;1:00:31.280;16:14:31.280;0:36.353;0:23.509;0:27.687;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;27;1:28.204;0;;37.651;0;23.359;0;27.194;0;105.1;1:01:59.484;16:15:59.484;0:37.651;0:23.359;0:27.194;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;28;1:27.075;0;;36.927;0;22.982;0;27.166;0;106.5;1:03:26.559;16:17:26.559;0:36.927;0:22.982;0:27.166;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;true;
3;1;29;1:24.954;2;;35.260;0;22.735;0;26.959;0;109.1;1:04:51.513;16:18:51.513;0:35.260;0:22.735;0:26.959;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;true;
3;1;30;1:32.969;0;;43.217;0;22.682;2;27.070;0;99.7;1:06:24.482;16:20:24.482;0:43.217;0:22.682;0:27.070;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;true;
3;1;31;1:26.482;0;;35.978;0;23.150;0;27.354;0;107.2;1:07:50.964;16:21:50.964;0:35.978;0:23.150;0:27.354;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;32;1:25.822;0;;35.745;0;23.019;0;27.058;0;108.0;1:09:16.786;16:23:16.786;0:35.745;0:23.019;0:27.058;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;33;1:25.641;0;;35.572;0;23.022;0;27.047;0;108.2;1:10:42.427;16:24:42.427;0:35.572;0:23.022;0:27.047;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;34;1:25.366;0;;35.308;0;23.147;0;26.911;0;108.6;1:12:07.793;16:26:07.793;0:35.308;0:23.147;0:26.911;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;35;1:25.278;0;;35.151;0;22.947;0;27.180;0;108.7;1:13:33.071;16:27:33.071;0:35.151;0:22.947;0:27.180;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;36;1:29.292;0;;36.074;0;25.596;0;27.622;0;103.8;1:15:02.363;16:29:02.363;0:36.074;0:25.596;0:27.622;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;37;1:25.001;0;;34.949;2;22.981;0;27.071;0;109.1;1:16:27.364;16:30:27.364;0:34.949;0:22.981;0:27.071;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
3;1;38;1:25.060;0;;35.161;0;22.997;0;26.902;0;109.0;1:17:52.424;16:31:52.424;0:35.161;0:22.997;0:26.902;;David BECKMANN;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;1;2:09.676;0;;1:06.472;0;30.144;0;33.060;0;71.5;2:09.676;15:16:09.676;1:06.472;0:30.144;0:33.060;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;2;1:39.977;0;;41.899;0;26.986;0;31.092;0;92.7;3:49.653;15:17:49.653;0:41.899;0:26.986;0:31.092;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;3;1:41.735;0;;38.609;0;27.859;0;35.267;0;91.1;5:31.388;15:19:31.388;0:38.609;0:27.859;0:35.267;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;4;3:32.033;0;;45.172;0;30.275;0;2:16.586;0;43.7;9:03.421;15:23:03.421;0:45.172;0:30.275;2:16.586;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;5;1:38.161;0;;42.444;0;25.780;0;29.937;0;94.4;10:41.582;15:24:41.582;0:42.444;0:25.780;0:29.937;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;6;1:32.649;0;;38.109;0;24.861;0;29.679;0;100.1;12:14.231;15:26:14.231;0:38.109;0:24.861;0:29.679;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;7;1:32.294;0;;39.941;0;24.428;0;27.925;0;100.4;13:46.525;15:27:46.525;0:39.941;0:24.428;0:27.925;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;8;1:30.838;0;;37.907;0;24.394;0;28.537;0;102.0;15:17.363;15:29:17.363;0:37.907;0:24.394;0:28.537;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;9;1:30.891;0;;38.268;0;24.120;0;28.503;0;102.0;16:48.254;15:30:48.254;0:38.268;0:24.120;0:28.503;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;10;1:30.656;0;;37.672;0;24.484;0;28.500;0;102.3;18:18.910;15:32:18.910;0:37.672;0:24.484;0:28.500;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;11;1:30.600;0;;38.091;0;24.319;0;28.190;0;102.3;19:49.510;15:33:49.510;0:38.091;0:24.319;0:28.190;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;12;1:29.995;0;;37.923;0;24.183;0;27.889;0;103.0;21:19.505;15:35:19.505;0:37.923;0:24.183;0:27.889;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;13;13:40.381;0;B;42.205;0;57.989;0;12:00.187;0;11.3;34:59.886;15:48:59.886;0:42.205;0:57.989;12:00.187;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;14;6:44.821;0;;4:06.835;0;30.358;0;2:07.628;0;22.9;41:44.707;15:55:44.707;4:06.835;0:30.358;2:07.628;;Dan TICKTUM;0:14:28.979;;;Cupra Kiro;PORSCHE;;false;false;
33;1;15;1:36.606;0;;43.160;0;24.772;0;28.674;0;96.0;43:21.313;15:57:21.313;0:43.160;0:24.772;0:28.674;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;16;1:30.847;0;;38.786;0;24.033;0;28.028;0;102.0;44:52.160;15:58:52.160;0:38.786;0:24.033;0:28.028;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;17;1:30.366;0;;37.590;0;24.389;0;28.387;0;102.6;46:22.526;16:00:22.526;0:37.590;0:24.389;0:28.387;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;18;1:27.575;0;;36.637;0;23.516;0;27.422;0;105.9;47:50.101;16:01:50.101;0:36.637;0:23.516;0:27.422;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;19;1:26.766;0;;37.411;0;22.587;0;26.768;0;106.8;49:16.867;16:03:16.867;0:37.411;0:22.587;0:26.768;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;20;1:24.510;0;;35.221;0;22.654;0;26.635;0;109.7;50:41.377;16:04:41.377;0:35.221;0:22.654;0:26.635;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;21;1:29.477;0;;36.877;0;25.690;0;26.910;0;103.6;52:10.854;16:06:10.854;0:36.877;0:25.690;0:26.910;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;22;1:23.735;2;;34.988;0;22.400;0;26.347;2;110.7;53:34.589;16:07:34.589;0:34.988;0:22.400;0:26.347;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;23;1:26.004;0;;35.233;0;23.510;0;27.261;0;107.8;55:00.593;16:09:00.593;0:35.233;0:23.510;0:27.261;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;true;
33;1;24;1:25.824;0;;35.786;0;22.937;0;27.101;0;108.0;56:26.417;16:10:26.417;0:35.786;0:22.937;0:27.101;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;25;2:10.327;0;B;35.780;0;23.109;0;1:11.438;0;71.1;58:36.744;16:12:36.744;0:35.780;0:23.109;1:11.438;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;26;1:35.883;0;;45.655;0;23.016;0;27.212;0;96.7;1:00:12.627;16:14:12.627;0:45.655;0:23.016;0:27.212;;Dan TICKTUM;0:00:56.357;;;Cupra Kiro;PORSCHE;;false;false;
33;1;27;1:26.085;0;;35.970;0;23.086;0;27.029;0;107.7;1:01:38.712;16:15:38.712;0:35.970;0:23.086;0:27.029;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;28;1:25.617;0;;35.790;0;22.957;0;26.870;0;108.3;1:03:04.329;16:17:04.329;0:35.790;0:22.957;0:26.870;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;29;1:25.934;0;;35.902;0;23.113;0;26.919;0;107.9;1:04:30.263;16:18:30.263;0:35.902;0:23.113;0:26.919;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;30;1:25.080;0;;35.603;0;22.902;0;26.575;0;109.0;1:05:55.343;16:19:55.343;0:35.603;0:22.902;0:26.575;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;31;1:27.277;0;;37.341;0;22.853;0;27.083;0;106.2;1:07:22.620;16:21:22.620;0:37.341;0:22.853;0:27.083;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;32;1:25.363;0;;35.598;0;22.808;0;26.957;0;108.6;1:08:47.983;16:22:47.983;0:35.598;0:22.808;0:26.957;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;33;1:25.193;0;;35.631;0;22.830;0;26.732;0;108.8;1:10:13.176;16:24:13.176;0:35.631;0:22.830;0:26.732;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;34;1:24.575;0;;35.326;0;22.591;0;26.658;0;109.6;1:11:37.751;16:25:37.751;0:35.326;0:22.591;0:26.658;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;35;1:24.383;0;;35.220;0;22.599;0;26.564;0;109.9;1:13:02.134;16:27:02.134;0:35.220;0:22.599;0:26.564;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;36;1:24.440;0;;35.100;0;22.718;0;26.622;0;109.8;1:14:26.574;16:28:26.574;0:35.100;0:22.718;0:26.622;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;37;1:23.920;0;;35.087;0;22.390;2;26.443;0;110.5;1:15:50.494;16:29:50.494;0:35.087;0:22.390;0:26.443;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
33;1;38;1:24.578;0;;34.938;2;22.459;0;27.181;0;109.6;1:17:15.072;16:31:15.072;0:34.938;0:22.459;0:27.181;;Dan TICKTUM;;;;Cupra Kiro;PORSCHE;;false;false;
37;1;1;2:22.015;0;;1:15.534;0;32.704;0;33.777;0;65.3;2:22.015;15:16:22.015;1:15.534;0:32.704;0:33.777;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;2;1:40.733;0;;40.712;0;27.658;0;32.363;0;92.0;4:02.748;15:18:02.748;0:40.712;0:27.658;0:32.363;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;3;1:37.614;0;;39.937;0;26.856;0;30.821;0;95.0;5:40.362;15:19:40.362;0:39.937;0:26.856;0:30.821;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;4;3:24.164;0;;44.234;0;32.429;0;2:07.501;0;45.4;9:04.526;15:23:04.526;0:44.234;0:32.429;2:07.501;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;5;1:42.088;0;;44.699;0;26.704;0;30.685;0;90.8;10:46.614;15:24:46.614;0:44.699;0:26.704;0:30.685;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;6;1:35.681;0;;39.953;0;25.824;0;29.904;0;96.9;12:22.295;15:26:22.295;0:39.953;0:25.824;0:29.904;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;7;1:32.615;0;;38.422;0;24.916;0;29.277;0;100.1;13:54.910;15:27:54.910;0:38.422;0:24.916;0:29.277;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;8;1:32.234;0;;38.030;0;24.798;0;29.406;0;100.5;15:27.144;15:29:27.144;0:38.030;0:24.798;0:29.406;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;9;1:32.586;0;;38.444;0;25.275;0;28.867;0;100.1;16:59.730;15:30:59.730;0:38.444;0:25.275;0:28.867;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;10;1:30.582;0;;37.772;0;24.339;0;28.471;0;102.3;18:30.312;15:32:30.312;0:37.772;0:24.339;0:28.471;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;11;1:29.784;0;;37.231;0;24.054;0;28.499;0;103.2;20:00.096;15:34:00.096;0:37.231;0:24.054;0:28.499;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;12;1:29.230;0;;37.412;0;23.767;0;28.051;0;103.9;21:29.326;15:35:29.326;0:37.412;0:23.767;0:28.051;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;13;3:06.261;0;B;54.217;0;58.780;0;1:13.264;0;49.8;24:35.587;15:38:35.587;0:54.217;0:58.780;1:13.264;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;14;17:10.608;0;;14:40.563;0;28.332;0;2:01.713;0;9.0;41:46.195;15:55:46.195;14:40.563;0:28.332;2:01.713;;Nick CASSIDY;0:14:15.099;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;15;1:38.684;0;;43.630;0;25.540;0;29.514;0;93.9;43:24.879;15:57:24.879;0:43.630;0:25.540;0:29.514;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;16;1:31.313;0;;38.138;0;24.505;0;28.670;0;101.5;44:56.192;15:58:56.192;0:38.138;0:24.505;0:28.670;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;17;1:30.820;0;;37.524;0;24.372;0;28.924;0;102.1;46:27.012;16:00:27.012;0:37.524;0:24.372;0:28.924;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;18;1:30.494;0;;37.777;0;24.291;0;28.426;0;102.4;47:57.506;16:01:57.506;0:37.777;0:24.291;0:28.426;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;19;1:29.555;0;;37.125;0;23.900;0;28.530;0;103.5;49:27.061;16:03:27.061;0:37.125;0:23.900;0:28.530;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
37;1;20;1:28.875;0;;37.236;0;23.746;0;27.893;0;104.3;50:55.936;16:04:55.936;0:37.236;0:23.746;0:27.893;;Nick CASSIDY;;;;Jaguar TCS Racing;JAGUAR;;false;false;
